"C_U_21_components"
"Iteration" "df-body etc.."
("Iteration" "df-body" "df-diffuser" "df-front_wheel" "df-front_wing" "df-nose" "df-rear_wheel" "df-rear_wing" "df-sidepod" "df-suspension" "drag-body" "drag-diffuser" "drag-front_wheel" "drag-front_wing" "drag-nose" "drag-rear_wheel" "drag-rear_wing" "drag-sidepod" "drag-suspension" "df-fw-1" "df-fw-2" "df-fw-3" "df-fw-4" "df-fw-e" "df-s-wlot" "df-s-1" "df-s-2" "df-s-e" "df-rw-1" "df-rw-2" "df-rw-3" "df-rw-4" "df-rw-e" "drag-fw-1" "drag-fw-2" "drag-fw-3" "drag-fw-4" "drag-fw-e" "drag-s-wlot" "drag-s-1" "drag-s-2" "drag-s-e" "drag-rw-1" "drag-rw-2" "drag-rw-3" "drag-rw-4" "drag-rw-e")
253 0.817856 42.48478 -1.458 87.66109 -3.390079 -1.829775 88.86385 45.95559 -0.6878145 18.69862 4.702101 4.480811 10.54049 3.523488 2.266446 34.95829 8.762811 2.898099 49.8428 24.80585 7.60716 2.712972 2.692301 -6.248536 32.1472 1.865295 18.87944 58.55699 25.96168 3.904845 3.545296 -3.104941 -1.65704 5.08672 3.807213 2.193651 1.109945 -5.233141 5.898271 1.083617 4.115964 4.147011 19.90096 8.503423 1.846934 0.5599422
254 0.8272353 42.46531 -1.454004 87.78226 -3.39027 -1.833564 88.85439 45.99588 -0.6849583 18.52859 4.654961 4.431527 10.4687 3.506268 2.218132 34.83475 8.637456 2.883797 49.93561 24.82557 7.608908 2.712075 2.70009 -6.25796 32.16669 1.85674 18.91536 58.58188 25.96745 3.901685 3.502483 -3.099098 -1.687476 5.071835 3.798538 2.188315 1.097491 -5.28995 5.879353 1.074025 4.09023 4.114201 19.89557 8.497734 1.818261 0.5089754
255 0.8346823 42.44939 -1.449492 87.88299 -3.390485 -1.836786 88.83831 46.02777 -0.6819277 18.4427 4.630225 4.416428 10.42701 3.497045 2.201552 34.76993 8.569272 2.880618 50.01154 24.83971 7.611543 2.71322 2.706971 -6.26424 32.17756 1.850274 18.9461 58.58798 25.97565 3.901127 3.465758 -3.092176 -1.707922 5.06321 3.794236 2.186504 1.09098 -5.326282 5.86747 1.067735 4.079731 4.095908 19.89772 8.497747 1.799096 0.479452
256 0.838675 42.44275 -1.444949 87.96471 -3.390861 -1.839624 88.82156 46.0527 -0.6784411 18.40844 4.620203 4.422461 10.40455 3.493209 2.203871 34.74221 8.537223 2.884349 50.07206 24.84932 7.614697 2.715772 2.712866 -6.268302 32.18145 1.845537 18.97246 58.58199 25.9861 3.902973 3.435298 -3.084768 -1.721705 5.058537 3.792809 2.186961 1.087951 -5.349136 5.860286 1.063809 4.077913 4.086842 19.90475 8.500533 1.78701 0.4630586
257 0.8393518 42.44698 -1.440588 88.02934 -3.391298 -1.842325 88.80492 46.07174 -0.6746248 18.40386 4.619741 4.440541 10.39395 3.492853 2.216198 34.73713 8.527214 2.891964 50.11968 24.85489 7.617861 2.719015 2.717893 -6.270784 32.18042 1.842034 18.99469 58.56743 25.99734 3.906283 3.410984 -3.077091 -1.731134 5.056311 3.793142 2.188735 1.086893 -5.363214 5.856198 1.061488 4.080777 4.083603 19.91444 8.504136 1.780224 0.4547119
258 0.8378522 42.46166 -1.436374 88.07905 -3.391706 -1.844967 88.78918 46.08673 -0.6703748 18.41489 4.625222 4.46457 10.39025 3.494621 2.232764 34.74509 8.529827 2.901375 50.15639 24.85722 7.620832 2.722439 2.722176 -6.272188 32.17669 1.839341 19.01326 58.54778 26.00835 3.910359 3.391886 -3.069151 -1.73773 5.055468 3.794484 2.191151 1.086878 -5.371753 5.854184 1.060172 4.085848 4.083789 19.92515 8.507673 1.777179 0.4512841
259 0.8358381 42.48468 -1.432224 88.11566 -3.391997 -1.847473 88.77356 46.09978 -0.6659399 18.43255 4.634074 4.490458 10.39009 3.497494 2.249923 34.75943 8.538754 2.911124 50.1839 24.85675 7.623522 2.725656 2.725842 -6.272873 32.17277 1.837094 19.02874 58.52495 26.01814 3.914549 3.376832 -3.060874 -1.742549 5.055283 3.7963 2.193707 1.087353 -5.376969 5.853651 1.059386 4.091562 4.085804 19.93562 8.510562 1.776578 0.4508538
260 0.8352332 42.51414 -1.427991 88.14175 -3.392088 -1.849637 88.75772 46.11329 -0.6614413 18.45141 4.644552 4.515528 10.39137 3.500769 2.265455 34.77573 8.550053 2.920351 50.20393 24.85439 7.625987 2.728429 2.72903 -6.273039 32.17105 1.834945 19.04178 58.50085 26.02618 3.918476 3.364572 -3.052325 -1.746296 5.055323 3.798249 2.196082 1.088016 -5.38028 5.854285 1.058747 4.096946 4.088577 19.94503 8.512554 1.777339 0.4522165
261 0.8372365 42.54812 -1.42346 88.15958 -3.391909 -1.851235 88.74097 46.12862 -0.6571296 18.4683 4.655477 4.5382 10.39275 3.503963 2.278032 34.79106 8.561252 2.92856 50.21801 24.85086 7.628252 2.730619 2.731848 -6.272838 32.17298 1.8326 19.05301 58.47653 26.03213 3.921863 3.354169 -3.043689 -1.74944 5.055314 3.800096 2.198071 1.088712 -5.382604 5.855834 1.05798 4.10148 4.091478 19.95285 8.513445 1.778674 0.4545995
262 0.844442 42.58521 -1.418467 88.17066 -3.391395 -1.851984 88.72259 46.14783 -0.6530371 18.48119 4.666052 4.557518 10.39368 3.50676 2.286757 34.80343 8.571165 2.935467 50.22672 24.84703 7.630393 2.732192 2.734341 -6.272295 32.17997 1.82993 19.06327 58.4525 26.03583 3.924598 3.344777 -3.035093 -1.752182 5.055143 3.801718 2.199591 1.089408 -5.384284 5.858078 1.056972 4.10493 4.094017 19.95877 8.513092 1.780021 0.4575125
263 0.8568884 42.62494 -1.412981 88.17775 -3.390629 -1.851709 88.7019 46.17191 -0.6492834 18.48989 4.676013 4.573212 10.39388 3.509068 2.29198 34.81188 8.579433 2.941065 50.23178 24.84373 7.632433 2.733216 2.736601 -6.271523 32.19213 1.827053 19.07352 58.42889 26.03741 3.926657 3.335624 -3.026645 -1.754743 5.054813 3.80306 2.20064 1.090114 -5.385611 5.860947 1.055764 4.107265 4.096014 19.96277 8.511395 1.781031 0.4606585
264 0.8739697 42.66808 -1.407083 88.18372 -3.389695 -1.850476 88.67854 46.20132 -0.6457739 18.49454 4.685391 4.585214 10.39348 3.510876 2.294592 34.81615 8.586184 2.945514 50.23506 24.8416 7.634458 2.733837 2.738772 -6.270674 32.20911 1.824039 19.08462 58.40582 26.03723 3.928054 3.325863 -3.018393 -1.757213 5.054413 3.804156 2.201288 1.09084 -5.386635 5.864516 1.054384 4.108402 4.097471 19.96506 8.508386 1.781368 0.463866
265 0.8951318 42.71535 -1.400904 88.19086 -3.388658 -1.848456 88.65238 46.23645 -0.6426237 18.49537 4.694243 4.593787 10.39268 3.512215 2.29528 34.81661 8.591745 2.9489 50.23815 24.84097 7.636575 2.734185 2.740987 -6.269914 32.23083 1.820874 19.09728 58.38308 26.03574 3.928854 3.31508 -3.010344 -1.759625 5.054024 3.805075 2.201621 1.09159 -5.387187 5.868881 1.052834 4.108315 4.09851 19.96597 8.504256 1.780841 0.4670302
266 0.920087 42.76722 -1.394804 88.20097 -3.387579 -1.845953 88.6244 46.27797 -0.6399952 18.493 4.702687 4.599462 10.39164 3.513145 2.294642 34.81411 8.596067 2.95134 50.24248 24.84196 7.638838 2.734355 2.74335 -6.269223 32.25743 1.817602 19.11215 58.36084 26.03339 3.929195 3.303406 -3.002407 -1.762038 5.05371 3.805881 2.201718 1.092373 -5.387337 5.873977 1.051159 4.106927 4.099185 19.96592 8.499415 1.779487 0.4700952
267 0.9486629 42.82368 -1.389192 88.21501 -3.386513 -1.843228 88.59634 46.32694 -0.6377473 18.48821 4.710828 4.602808 10.39053 3.513752 2.293284 34.80983 8.599108 2.952969 50.24891 24.84446 7.641292 2.734428 2.745926 -6.268532 32.28898 1.814323 19.12992 58.33945 26.03064 3.929218 3.291496 -2.994431 -1.764485 5.053503 3.806641 2.201662 1.09321 -5.387251 5.879825 1.04942 4.104143 4.099505 19.96538 8.494318 1.777588 0.4730361
268 0.9806481 42.88453 -1.384428 88.23341 -3.385491 -1.840417 88.56988 46.38403 -0.6357523 18.48182 4.718731 4.60463 10.38946 3.514114 2.291723 34.80483 8.600959 2.953907 50.25796 24.84823 7.643986 2.734481 2.748755 -6.267838 32.32559 1.811056 19.15096 58.3196 26.02794 3.929047 3.279684 -2.986363 -1.766994 5.053404 3.807417 2.201532 1.094107 -5.387098 5.886478 1.047618 4.100051 4.099547 19.96478 8.489295 1.775405 0.4758028
269 1.0157 42.94921 -1.380601 88.25623 -3.384523 -1.837709 88.5458 46.4491 -0.6339344 18.47443 4.726484 4.605659 10.3885 3.514301 2.290514 34.79989 8.601617 2.954347 50.26987 24.85303 7.64693 2.734543 2.75186 -6.267076 32.36702 1.807759 19.17533 58.30169 26.02555 3.928766 3.268088 -2.978258 -1.769576 5.053404 3.808246 2.201376 1.095047 -5.387114 5.893851 1.045715 4.094814 4.099475 19.9644 8.484455 1.773231 0.4783272
270 1.053336 43.01643 -1.37733 88.28321 -3.383618 -1.835211 88.52458 46.52157 -0.6322259 18.46664 4.734034 4.606228 10.38762 3.514381 2.290051 34.79547 8.601342 2.954484 50.28468 24.8586 7.650083 2.734603 2.755245 -6.266224 32.41261 1.804486 19.20292 58.28562 26.02338 3.92843 3.257359 -2.970178 -1.77224 5.053503 3.809132 2.201219 1.096005 -5.387612 5.901883 1.043727 4.088857 4.099489 19.9642 8.479755 1.771456 0.480575
271 1.092521 43.08518 -1.37408 88.31433 -3.382767 -1.832989 88.50708 46.60061 -0.6306432 18.45913 4.741352 4.606258 10.38694 3.514398 2.290427 34.79172 8.60084 2.954491 50.30229 24.86495 7.653464 2.734699 2.758916 -6.265338 32.46174 1.80137 19.23348 58.27147 26.02115 3.928063 3.24866 -2.962231 -1.774981 5.053739 3.810107 2.201103 1.096969 -5.388597 5.910522 1.041721 4.0827 4.099639 19.964 8.47515 1.770406 0.482533
272 1.132028 43.15482 -1.370738 88.34968 -3.381964 -1.83107 88.49472 46.68497 -0.6293194 18.45248 4.748544 4.605795 10.38657 3.514384 2.291711 34.78872 8.60071 2.954465 50.32266 24.87217 7.657081 2.734869 2.762891 -6.264566 32.51368 1.7985 19.26667 58.2595 26.01852 3.927703 3.24356 -2.954539 -1.777786 5.054159 3.811202 2.201066 1.097929 -5.389871 5.91975 1.039762 4.076602 4.099689 19.96359 8.470692 1.77053 0.4842212
273 1.170809 43.22448 -1.367559 88.38892 -3.381226 -1.829439 88.48861 46.77327 -0.6282878 18.44698 4.755699 4.604857 10.38653 3.514373 2.293739 34.78657 8.601327 2.954494 50.34558 24.88019 7.660849 2.735122 2.767161 -6.263946 32.56737 1.795954 19.30218 58.24993 26.01512 3.92742 3.243386 -2.947204 -1.780652 5.054768 3.812408 2.201123 1.098886 -5.39127 5.929452 1.037904 4.070744 4.099269 19.96273 8.466532 1.772349 0.4856957
274 1.208167 43.29376 -1.364982 88.43142 -3.380564 -1.827902 88.48901 46.86467 -0.6274899 18.44264 4.762773 4.603606 10.38681 3.514392 2.296083 34.78549 8.602994 2.954589 50.37074 24.88886 7.664643 2.735492 2.771683 -6.263413 32.62199 1.793847 19.33973 58.24306 26.01083 3.927308 3.24818 -2.940319 -1.783573 5.055542 3.8137 2.2013 1.099844 -5.392728 5.939578 1.036224 4.06533 4.098266 19.96134 8.462893 1.775977 0.4870202
275 1.244007 43.36261 -1.363122 88.47665 -3.379983 -1.826264 88.49547 46.95887 -0.6268436 18.43942 4.76967 4.602118 10.38744 3.514462 2.298194 34.78587 8.606165 2.954712 50.39775 24.89805 7.668402 2.736041 2.776395 -6.262947 32.6772 1.792256 19.3792 58.23925 26.00611 3.927486 3.256537 -2.933873 -1.786539 5.056457 3.815073 2.201639 1.100808 -5.394025 5.950112 1.034773 4.060591 4.096888 19.95971 8.460031 1.780984 0.488266
276 1.278289 43.43125 -1.361756 88.52423 -3.37948 -1.824347 88.50733 47.05576 -0.6262383 18.43728 4.776365 4.600475 10.38841 3.514593 2.29975 34.78804 8.61107 2.954862 50.4264 24.90767 7.672116 2.736796 2.78124 -6.262544 32.73291 1.791193 19.42043 58.23897 26.0019 3.928073 3.266161 -2.927736 -1.789544 5.057487 3.816529 2.202156 1.101784 -5.394934 5.960995 1.033558 4.056586 4.095481 19.95844 8.458176 1.786473 0.4894749
277 1.311222 43.49981 -1.360689 88.57381 -3.379052 -1.822088 88.5245 47.15525 -0.6255262 18.43614 4.782881 4.598845 10.38972 3.514796 2.300849 34.79254 8.617632 2.955057 50.4565 24.91762 7.675768 2.737736 2.786168 -6.262114 32.78901 1.790665 19.46321 58.24198 25.99901 3.929149 3.276126 -2.921726 -1.792572 5.058602 3.818059 2.202839 1.102786 -5.395367 5.972138 1.032587 4.053215 4.094263 19.95807 8.457471 1.792072 0.4906756
278 1.34316 43.56841 -1.359847 88.62521 -3.378703 -1.819627 88.54662 47.25698 -0.6246243 18.4357 4.789298 4.597533 10.39133 3.515063 2.301799 34.79976 8.625208 2.95532 50.48796 24.9279 7.679356 2.738823 2.791156 -6.261536 32.84514 1.79064 19.50736 58.24732 25.99766 3.930727 3.286689 -2.915731 -1.795591 5.059791 3.81965 2.203662 1.103821 -5.395565 5.983373 1.031868 4.050211 4.093254 19.95876 8.457907 1.797964 0.4918861
279 1.373897 43.63699 -1.359148 88.67847 -3.378443 -1.817163 88.57281 47.36008 -0.6235889 18.43586 4.795667 4.596837 10.39323 3.515388 2.30265 34.80941 8.633272 2.955648 50.52077 24.93859 7.682888 2.739995 2.796218 -6.260789 32.90085 1.791031 19.55257 58.25441 25.99778 3.932765 3.29772 -2.909824 -1.798573 5.061064 3.821289 2.204578 1.104875 -5.395874 5.994549 1.031381 4.047566 4.092416 19.96044 8.45937 1.804107 0.4930733
280 1.402923 43.70509 -1.358409 88.73376 -3.378273 -1.814866 88.6022 47.46344 -0.6224855 18.43677 4.802017 4.596876 10.39537 3.515772 2.303253 34.82086 8.641688 2.956044 50.5549 24.94986 7.686373 2.741199 2.801412 -6.25987 32.95569 1.791727 19.59838 58.263 25.99904 3.935189 3.309095 -2.904094 -1.8015 5.062441 3.822964 2.205537 1.105926 -5.396464 6.005598 1.03109 4.045418 4.091682 19.96287 8.461691 1.810418 0.4942048
281 1.429633 43.77197 -1.35763 88.79105 -3.378205 -1.812831 88.63368 47.56595 -0.6213604 18.43844 4.808391 4.597512 10.39766 3.516215 2.303532 34.83345 8.650345 2.956505 50.59027 24.96181 7.689791 2.742391 2.806775 -6.258784 33.00917 1.792603 19.64432 58.27264 26.00099 3.937909 3.320752 -2.898573 -1.804363 5.063922 3.824654 2.206495 1.106952 -5.397347 6.01643 1.03094 4.043815 4.090994 19.96571 8.464683 1.816781 0.4952788
282 1.453627 43.83714 -1.357085 88.85004 -3.378272 -1.811029 88.66637 47.667 -0.6202763 18.44056 4.814801 4.598439 10.39999 3.516706 2.303408 34.84665 8.659371 2.957004 50.6267 24.97442 7.69307 2.743536 2.812307 -6.257556 33.06108 1.793589 19.69016 58.2831 26.00332 3.94083 3.332432 -2.893277 -1.807162 5.065487 3.826322 2.207411 1.107934 -5.398344 6.026993 1.030895 4.042821 4.090391 19.96878 8.468165 1.823011 0.4963044
283 1.475016 43.9005 -1.356858 88.9104 -3.378486 -1.809409 88.69965 47.76624 -0.6193177 18.44293 4.821237 4.599296 10.40226 3.517239 2.302763 34.86018 8.66901 2.957525 50.66404 24.98763 7.696134 2.744612 2.817972 -6.256238 33.11142 1.794621 19.73575 58.29417 26.00592 3.943865 3.34391 -2.888186 -1.809902 5.067122 3.827925 2.208263 1.108853 -5.399276 6.037313 1.03091 4.042535 4.089937 19.97193 8.47198 1.829039 0.4972979
284 1.494327 43.96226 -1.356942 88.97191 -3.378847 -1.807966 88.73259 47.86373 -0.6185445 18.44559 4.827679 4.59989 10.40442 3.51781 2.301493 34.87364 8.67944 2.95805 50.70221 25.00137 7.698967 2.745622 2.82372 -6.254889 33.16049 1.795568 19.78111 58.3056 26.00874 3.946934 3.354653 -2.883307 -1.812592 5.068817 3.829447 2.209048 1.109699 -5.399943 6.047477 1.030911 4.042943 4.089608 19.9751 8.475994 1.834678 0.4982658
285 1.512188 44.02255 -1.357247 89.03445 -3.379371 -1.806696 88.76401 47.95951 -0.6179544 18.44854 4.834088 4.600259 10.40647 3.51842 2.299594 34.88647 8.690609 2.958568 50.7411 25.01564 7.701598 2.746584 2.829515 -6.253574 33.20853 1.796298 19.8262 58.31688 26.0116 3.949954 3.364273 -2.878684 -1.815233 5.07056 3.830893 2.209779 1.110473 -5.400226 6.057479 1.030818 4.043968 4.089313 19.97814 8.480045 1.839776 0.4991974
286 1.528902 44.08113 -1.357734 89.09791 -3.380083 -1.805541 88.7931 48.05304 -0.6175053 18.4514 4.840432 4.600525 10.40845 3.519063 2.297106 34.89827 8.702287 2.959077 50.78055 25.03043 7.704056 2.747531 2.835317 -6.252336 33.25546 1.796743 19.87068 58.32748 26.01424 3.952854 3.372808 -2.874261 -1.817833 5.072339 3.832273 2.210475 1.111192 -5.400114 6.067211 1.030579 4.045533 4.088958 19.98087 8.483991 1.844375 0.5000867
287 1.544714 44.1377 -1.358413 89.16208 -3.380971 -1.804481 88.8195 48.14369 -0.6171569 18.45374 4.846688 4.600911 10.41038 3.519729 2.294054 34.90896 8.714116 2.95958 50.82034 25.04579 7.706352 2.748477 2.841098 -6.251161 33.30102 1.796873 19.91411 58.3368 26.01638 3.955588 3.380622 -2.869872 -1.820391 5.074155 3.833595 2.211151 1.111872 -5.399752 6.076544 1.030181 4.047562 4.088493 19.9831 8.487716 1.848688 0.5009558
288 1.559996 44.19189 -1.359318 89.22657 -3.382004 -1.803561 88.84294 48.23095 -0.616854 18.45539 4.85281 4.601718 10.41231 3.520413 2.290396 34.91851 8.725635 2.960088 50.86012 25.06169 7.708488 2.749422 2.846834 -6.250023 33.345 1.796699 19.95613 58.34429 26.01776 3.958132 3.388113 -2.865345 -1.822903 5.076018 3.834866 2.211812 1.112521 -5.399391 6.085376 1.029634 4.049925 4.087864 19.98472 8.491125 1.852966 0.5018383
289 1.575193 44.24356 -1.36051 89.29084 -3.383155 -1.802835 88.86306 48.31463 -0.6165459 18.45654 4.85874 4.603221 10.41429 3.521101 2.286126 34.92687 8.73645 2.960616 50.89946 25.07803 7.710465 2.750361 2.852499 -6.248895 33.38733 1.796275 19.99645 58.3495 26.0182 3.960474 3.395476 -2.860575 -1.825364 5.077948 3.836094 2.212463 1.113145 -5.399276 6.093658 1.028979 4.05247 4.086994 19.98562 8.494141 1.857353 0.5027565
290 1.590452 44.29274 -1.362032 89.35406 -3.384402 -1.802303 88.87976 48.39454 -0.6162118 18.4573 4.864428 4.605561 10.41632 3.521785 2.281319 34.93392 8.746184 2.961177 50.93781 25.09461 7.712265 2.751284 2.858058 -6.24774 33.42798 1.79568 20.03482 58.35249 26.01766 3.962625 3.402562 -2.855557 -1.827762 5.079957 3.837266 2.213104 1.113752 -5.399656 6.101363 1.028262 4.055036 4.085849 19.98582 8.496748 1.8618 0.5037008
291 1.605634 44.33977 -1.363882 89.41516 -3.385679 -1.801907 88.89328 48.47055 -0.6158332 18.45749 4.86984 4.608778 10.41838 3.522447 2.276013 34.93975 8.754587 2.961785 50.97454 25.11106 7.71388 2.752177 2.863479 -6.246561 33.46694 1.794994 20.071 58.35378 26.01628 3.964618 3.408939 -2.850323 -1.830084 5.082028 3.838367 2.213726 1.114341 -5.400698 6.108489 1.027527 4.057482 4.084533 19.98545 8.499004 1.86612 0.5046424
292 1.620711 44.38502 -1.365986 89.47308 -3.386917 -1.801567 88.90401 48.54253 -0.6153747 18.45695 4.874988 4.612677 10.42043 3.52307 2.270247 34.94463 8.761589 2.962459 51.00901 25.12696 7.715336 2.753023 2.868722 -6.245381 33.50414 1.794278 20.10485 58.35394 26.01434 3.966495 3.41413 -2.844875 -1.832306 5.084119 3.83939 2.214322 1.114905 -5.402402 6.115035 1.02681 4.059687 4.08323 19.98471 8.501005 1.870111 0.5055712
293 1.63577 44.42913 -1.368348 89.52682 -3.388083 -1.801225 88.91236 48.61067 -0.6148053 18.45581 4.879913 4.616838 10.42238 3.523643 2.264121 34.94891 8.767426 2.963215 51.04074 25.14183 7.716667 2.753805 2.873747 -6.24421 33.53967 1.793573 20.13643 58.35326 26.01211 3.968303 3.417861 -2.839166 -1.834406 5.086154 3.840315 2.214877 1.11544 -5.404583 6.121079 1.026135 4.061581 4.082048 19.98384 8.50287 1.873662 0.5065005
294 1.650715 44.4729 -1.371046 89.57565 -3.389135 -1.800861 88.91888 48.67539 -0.614132 18.4545 4.884681 4.620841 10.42411 3.524158 2.257747 34.9529 8.772515 2.96405 51.0694 25.1553 7.717906 2.754495 2.878523 -6.243015 33.57372 1.792909 20.1659 58.352 26.00981 3.970089 3.420192 -2.833192 -1.83636 5.088046 3.841124 2.215368 1.115935 -5.406947 6.126738 1.025521 4.063152 4.080991 19.98298 8.504716 1.876774 0.5074345
295 1.665404 44.51703 -1.374058 89.61929 -3.390023 -1.800474 88.92419 48.73721 -0.6134052 18.4532 4.889348 4.624416 10.42555 3.524611 2.251196 34.95678 8.777271 2.964946 51.09489 25.16717 7.719101 2.755067 2.883042 -6.241756 33.60658 1.792297 20.19348 58.35039 26.00759 3.971895 3.421286 -2.826958 -1.838152 5.089741 3.841814 2.215775 1.116369 -5.409209 6.132114 1.024979 4.06444 4.080037 19.98226 8.50665 1.879469 0.5083659
296 1.679929 44.5621 -1.377327 89.65808 -3.390741 -1.800068 88.9288 48.79662 -0.6126831 18.45177 4.893959 4.627541 10.42667 3.525005 2.244539 34.96081 8.78199 2.96588 51.1174 25.17754 7.720286 2.755501 2.887319 -6.240418 33.63853 1.79175 20.21943 58.34861 26.00559 3.973754 3.421296 -2.820441 -1.839774 5.091237 3.842396 2.216081 1.116725 -5.411196 6.137276 1.024518 4.065511 4.079225 19.98178 8.508759 1.881756 0.5092998
297 1.694458 44.60847 -1.38084 89.69245 -3.391331 -1.799642 88.93308 48.85402 -0.6119922 18.45011 4.898549 4.630307 10.42746 3.525352 2.237864 34.96514 8.786798 2.96683 51.13724 25.18659 7.721445 2.755784 2.891367 -6.239015 33.66978 1.791287 20.24395 58.34673 26.0039 3.975686 3.420363 -2.813593 -1.841227 5.092551 3.842874 2.216277 1.116987 -5.412894 6.142279 1.024146 4.066435 4.078588 19.98154 8.511093 1.883659 0.5102583
298 1.709103 44.65633 -1.38456 89.72292 -3.391819 -1.79919 88.93725 48.90967 -0.6113406 18.4484 4.903141 4.632785 10.42796 3.525657 2.231251 34.96973 8.791703 2.967768 51.15469 25.19453 7.722556 2.755915 2.895189 -6.237574 33.70042 1.790934 20.26722 58.34479 26.00252 3.977689 3.41866 -2.806411 -1.842517 5.093713 3.843251 2.216362 1.117149 -5.414349 6.147169 1.023874 4.067242 4.078074 19.98154 8.513655 1.88522 0.5112504
299 1.723796 44.70568 -1.388357 89.74997 -3.392212 -1.798706 88.94149 48.96374 -0.6107428 18.44689 4.907747 4.635034 10.4282 3.525928 2.224787 34.97444 8.796634 2.968662 51.1701 25.20154 7.723611 2.755909 2.898784 -6.236134 33.73052 1.790714 20.28936 58.34289 26.0014 3.979738 3.416413 -2.798946 -1.843658 5.094747 3.843543 2.216348 1.117217 -5.415627 6.15199 1.023705 4.067904 4.077577 19.98169 8.516407 1.886503 0.5122684
300 1.738317 44.75637 -1.392048 89.77407 -3.392521 -1.798187 88.94598 49.01622 -0.6102017 18.44548 4.912371 4.637117 10.42824 3.52617 2.218579 34.97911 8.801476 2.969491 51.18375 25.20774 7.724607 2.755791 2.902155 -6.234749 33.76004 1.790627 20.31048 58.34114 26.00046 3.981805 3.413867 -2.791275 -1.844668 5.095668 3.843766 2.216255 1.117211 -5.416759 6.156763 1.023629 4.068352 4.077051 19.9819 8.519297 1.887572 0.5132957
301 1.752543 44.8082 -1.395458 89.79564 -3.392774 -1.797627 88.95083 49.06705 -0.6097175 18.4438 4.917015 4.639086 10.42815 3.526391 2.212771 34.98368 8.806108 2.970242 51.1959 25.21325 7.725558 2.755594 2.905309 -6.233482 33.78891 1.790643 20.33067 58.33956 25.99965 3.983854 3.411229 -2.783453 -1.845561 5.096497 3.84394 2.216105 1.117162 -5.417741 6.161482 1.02362 4.068504 4.076522 19.98212 8.52224 1.888482 0.514325
302 1.766373 44.86081 -1.398449 89.81501 -3.392987 -1.797029 88.95602 49.11609 -0.6092919 18.44176 4.921681 4.640959 10.42801 3.526597 2.207509 34.98808 8.810419 2.970912 51.20674 25.21816 7.726476 2.755354 2.908253 -6.232369 33.81702 1.790718 20.34999 58.33814 25.99886 3.985841 3.408706 -2.775521 -1.846351 5.09725 3.844084 2.215922 1.117102 -5.418554 6.166129 1.023647 4.068284 4.076006 19.98227 8.525132 1.889313 0.515357
303 1.779782 44.91391 -1.400928 89.83248 -3.393158 -1.796414 88.96152 49.16317 -0.6089227 18.43964 4.926365 4.642726 10.42792 3.526788 2.202927 34.99218 8.814339 2.971509 51.21643 25.22254 7.727386 2.75511 2.91099 -6.231412 33.8442 1.790812 20.36848 58.33679 25.998 3.987736 3.406505 -2.767509 -1.84705 5.097945 3.844222 2.215734 1.117064 -5.419173 6.170681 1.023684 4.067636 4.075443 19.98228 8.527891 1.890161 0.5163971
